totalSaleAmount,saleType,saleID,employeeEmail,customerEmail,itemID
1176.45,instore,11669104,corey19@yahoo.com,zacharyluna@yahoo.com,174
6031.26,instore,11851196,simsdaniel@gmail.com,marshalljacob@hotmail.com,111
6406.88,instore,11892687,kimberly23@gmail.com,brightkathleen@hotmail.com,187
8534.25,instore,12016716,sarah45@hotmail.com,hicksjill@gmail.com,91
5402.06,order,12057474,rodriguezemily@hotmail.com,angelica23@hotmail.com,8
8001.1,order,12154371,jasonburgess@gmail.com,linda81@yahoo.com,185
4180.18,order,12157532,reginaldmcconnell@gmail.com,robertmoore@gmail.com,35
6112.88,instore,12195107,harrisdanielle@gmail.com,jessica86@gmail.com,15
8008.83,order,12323258,xmartinez@yahoo.com,stevenrobbins@gmail.com,143
7649.55,order,12324842,chapmandouglas@hotmail.com,zprice@yahoo.com,100
2293.38,order,12373048,megan90@gmail.com,john87@hotmail.com,39
5009.68,order,12414796,johnsondanielle@yahoo.com,sbrown@yahoo.com,8
6650.36,instore,12449149,favila@yahoo.com,swagner@hotmail.com,151
4204.96,order,12510351,theresahuynh@yahoo.com,autumnbryant@hotmail.com,148
9992.38,instore,12638369,caitlyn52@gmail.com,bcampbell@gmail.com,177
6470.16,instore,12684779,batesfrancisco@gmail.com,hicksjill@gmail.com,83
6473.9,order,12690923,sheri72@yahoo.com,datkinson@gmail.com,34
1351.17,instore,12744435,edward43@gmail.com,gregory99@gmail.com,88
9965.03,order,12768349,hartmanalison@yahoo.com,bullockrichard@gmail.com,136
1485.44,instore,12798254,carriemurphy@yahoo.com,lmoyer@yahoo.com,44
5731.61,order,12811359,sheriscott@gmail.com,hpowers@gmail.com,126
4018.37,order,12918126,zimmermanadam@gmail.com,sanchezkenneth@yahoo.com,74
3492.56,instore,12931170,rcarlson@hotmail.com,allenlee@hotmail.com,129
1617.13,order,12959471,nicole07@gmail.com,timothy89@hotmail.com,98
855.2,instore,13003104,vcook@hotmail.com,swagner@hotmail.com,189
1823.86,order,13102555,ruizsara@yahoo.com,randy38@hotmail.com,184
2289.29,instore,13107901,ayersjudith@yahoo.com,michelle29@yahoo.com,61
4163.84,instore,13113278,qgallegos@gmail.com,johnsonrobert@gmail.com,100
656.39,instore,13197766,chadbrown@yahoo.com,manuel09@yahoo.com,148
650.18,instore,13258511,sara16@gmail.com,andrew22@yahoo.com,137
7072.06,instore,13276997,cruzstephen@yahoo.com,stevenrobbins@gmail.com,168
2892.71,order,13296834,elizabethleach@gmail.com,bullockrichard@gmail.com,198
3570.88,order,13342388,boltonbianca@yahoo.com,zprice@yahoo.com,189
3952.35,order,13369231,susanmartinez@hotmail.com,carriehampton@yahoo.com,39
837.06,order,13412715,sheri72@yahoo.com,smoore@hotmail.com,77
938.54,instore,13413422,regina81@gmail.com,robertmoore@gmail.com,159
3843.35,order,13423292,david44@hotmail.com,sbrown@yahoo.com,16
8733.23,instore,13573416,crystalthompson@yahoo.com,wjohnson@yahoo.com,15
9053.34,instore,13729554,greerjessica@hotmail.com,qturner@gmail.com,54
6059.41,order,13796372,tim51@yahoo.com,josephodom@hotmail.com,86
5892.27,order,13859435,jillhendrix@gmail.com,elucero@hotmail.com,74
1164.38,instore,13868840,diazloretta@hotmail.com,robertmoore@gmail.com,46
2534.78,instore,13877408,brandon23@gmail.com,kevinford@yahoo.com,127
832.07,order,13881566,nicolejohnson@gmail.com,andrew22@yahoo.com,68
7601.68,order,13887438,garypetersen@yahoo.com,allison30@gmail.com,49
3652.85,order,13940768,corey19@yahoo.com,robertmoore@gmail.com,90
7433.19,instore,13968236,wprice@gmail.com,gregory99@gmail.com,1
5557.73,order,14042393,cheyenne45@gmail.com,blackmallory@hotmail.com,138
3935.66,instore,14045967,xpayne@gmail.com,kristin05@hotmail.com,77
1564.52,instore,14120022,sramirez@hotmail.com,scottlaura@hotmail.com,172
9367.59,instore,14153617,diazloretta@hotmail.com,bcampbell@gmail.com,132
4718.11,order,14181269,sfletcher@yahoo.com,jose79@hotmail.com,179
5771.88,instore,14210747,johnbriggs@yahoo.com,rodriguezdebra@gmail.com,61
6224.71,instore,14239861,victormolina@gmail.com,brightkathleen@hotmail.com,172
7140.35,instore,14298592,kevincook@hotmail.com,kristin05@hotmail.com,154
6647.26,order,14413926,benjaminashley@hotmail.com,bwallace@gmail.com,113
2192.26,instore,14575716,pamelabrennan@gmail.com,ericayoung@gmail.com,84
7532.18,instore,14642999,richteresa@hotmail.com,colleen86@yahoo.com,170
7419.92,instore,14653643,hancockdonna@gmail.com,andrew22@yahoo.com,72
5776.25,order,14703768,oliviagarrett@yahoo.com,colleen86@yahoo.com,101
2115.58,instore,14729867,jorge61@gmail.com,kramerthomas@yahoo.com,154
5316.74,instore,14880230,vcook@hotmail.com,sarah40@hotmail.com,138
2448.14,order,15087683,xmartinez@yahoo.com,lward@gmail.com,176
1183.99,order,15090652,william00@gmail.com,tylerward@hotmail.com,142
521.64,order,15172693,thomasmartin@hotmail.com,jessica86@gmail.com,7
9685.92,order,15177407,calvinmayo@gmail.com,bcampbell@gmail.com,70
5018.9,instore,15218322,adyer@gmail.com,anthonyjackson@hotmail.com,91
3145.61,instore,15293220,jody59@hotmail.com,alexandermark@yahoo.com,18
5837.25,instore,15295071,dylandavis@yahoo.com,rodriguezdebra@gmail.com,54
1746.5,instore,15302595,reillyjessica@hotmail.com,herrerajacqueline@gmail.com,186
9908.91,order,15309952,markssteven@yahoo.com,timothy89@hotmail.com,186
9256.02,order,15352866,jasonburgess@gmail.com,debrabrown@gmail.com,13
4938.78,order,15382535,greerjessica@hotmail.com,carriehampton@yahoo.com,73
5697.96,order,15404886,guerrakathryn@yahoo.com,bullockrichard@gmail.com,52
8177.36,instore,15409652,shirley29@hotmail.com,sandraanthony@hotmail.com,158
1532.34,instore,15451996,deanna34@hotmail.com,debrabrown@gmail.com,41
9211.93,order,15515285,boltonbianca@yahoo.com,blackmallory@hotmail.com,119
2860.85,order,15570741,johnbriggs@yahoo.com,sandraanthony@hotmail.com,150
2726.37,order,15619754,nwilliams@gmail.com,allenlee@hotmail.com,166
8673.28,order,15847881,adamsjason@gmail.com,gregorymoran@hotmail.com,97
2555.02,order,15943767,clementschristina@yahoo.com,danielsmichael@yahoo.com,30
467.09,instore,15969651,santiagodenise@hotmail.com,josephodom@hotmail.com,185
9393.8,instore,16060562,maureen37@hotmail.com,verickson@yahoo.com,105
7331.27,order,16079489,kimberly23@gmail.com,yrobinson@yahoo.com,106
6328.99,order,16147751,sarah45@hotmail.com,colleen86@yahoo.com,24
1339.77,order,16152328,jamiemcguire@yahoo.com,bflores@gmail.com,162
4251.17,instore,16156432,batesfrancisco@gmail.com,freemantammy@yahoo.com,140
9140.3,instore,16270954,devon02@yahoo.com,jessica86@gmail.com,132
176.53,order,16370685,diazloretta@hotmail.com,heatherbailey@gmail.com,94
5287.12,instore,16371194,cheyenne45@gmail.com,samanthamartin@yahoo.com,133
4887.76,order,16382374,paynealan@hotmail.com,ifowler@hotmail.com,32
1057.96,order,16439481,paynealan@hotmail.com,kramerthomas@yahoo.com,173
3747.31,instore,16474208,jamiemcguire@yahoo.com,saracook@hotmail.com,179
6026.02,order,16544246,william00@gmail.com,mortiz@gmail.com,164
8957.31,instore,16578708,christopher78@gmail.com,ehunter@hotmail.com,169
974.67,instore,16583122,hoodaaron@gmail.com,ruizhoward@yahoo.com,178
3587.74,instore,16697188,qmiller@gmail.com,rhondachandler@yahoo.com,120
8679.51,order,16700307,megan90@gmail.com,antonio16@hotmail.com,167
801.75,order,16853447,chapmandouglas@hotmail.com,tiffany30@hotmail.com,43
8563.99,order,16857728,hickmanjustin@gmail.com,verickson@yahoo.com,107
7466.89,instore,16866478,jillhendrix@gmail.com,josephortega@hotmail.com,124
5825.66,order,16962316,sramirez@hotmail.com,stevensawyer@hotmail.com,73
5223.44,order,17039819,piercemary@hotmail.com,mitchellwilliam@yahoo.com,114
4949.07,instore,17167055,calvinmayo@gmail.com,markwest@yahoo.com,103
4410.07,instore,17195089,diazloretta@hotmail.com,toddroberts@gmail.com,196
9632.48,instore,17198226,matthewsimon@gmail.com,yrobinson@yahoo.com,57
9941.1,order,17244060,robertsleslie@hotmail.com,matthew70@hotmail.com,147
7218,order,17301398,dylandavis@yahoo.com,gregorymoran@hotmail.com,179
9043.58,order,17305105,hharrington@yahoo.com,ryan70@yahoo.com,71
1072.22,order,17373401,caitlyn52@gmail.com,marshalljacob@hotmail.com,63
4053.04,instore,17400602,tammy54@gmail.com,kramerthomas@yahoo.com,44
4825.53,order,17406451,dylandavis@yahoo.com,robin82@gmail.com,78
2068.12,instore,17418973,churchbrandi@gmail.com,scottlaura@hotmail.com,85
2276.15,instore,17421195,xmartinez@yahoo.com,jose79@hotmail.com,177
1650.93,instore,17533881,markssteven@yahoo.com,bgeorge@yahoo.com,153
8820.69,order,17559331,arthur79@yahoo.com,stevensawyer@hotmail.com,190
3303.09,order,17619400,jamiemcguire@yahoo.com,rodriguezdebra@gmail.com,129
4781.96,order,17628686,vegachristopher@hotmail.com,ifowler@hotmail.com,79
7393.06,order,17691833,jamiemcguire@yahoo.com,danieltucker@gmail.com,177
7453.65,order,17727679,dshea@gmail.com,swagner@hotmail.com,42
7510.36,order,17885089,jorge61@gmail.com,kramerthomas@yahoo.com,127
7578.29,order,17992459,garypetersen@yahoo.com,bgeorge@yahoo.com,41
5425.75,instore,17994569,edward11@gmail.com,tracyriley@yahoo.com,35
3146.51,order,18002270,courtneyhunt@gmail.com,tracyriley@yahoo.com,190
3400.59,order,18024142,william00@gmail.com,zacharyluna@yahoo.com,188
2996.23,order,18044201,jillhendrix@gmail.com,juliedelgado@hotmail.com,80
7905.75,order,18044706,caitlyn52@gmail.com,anthonyjackson@hotmail.com,140
3878.77,order,18049534,santiagodenise@hotmail.com,myerstyrone@yahoo.com,191
1876.61,instore,18054163,william48@hotmail.com,freemantammy@yahoo.com,157
7592.32,instore,18067262,eric70@hotmail.com,hmeyer@gmail.com,19
9094.46,order,18069655,qmiller@gmail.com,jesse24@yahoo.com,115
8149.12,order,18129090,qgallegos@gmail.com,rhondachandler@yahoo.com,189
1929.88,order,18146714,shannon80@gmail.com,youngshawn@gmail.com,73
494.14,order,18203479,natalie62@hotmail.com,gregorymoran@hotmail.com,8
9849.63,order,18226072,jscott@hotmail.com,iguzman@hotmail.com,131
8588.72,order,18242171,johnsonveronica@hotmail.com,qlopez@gmail.com,85
6801.4,instore,18393767,crystalthompson@yahoo.com,jesse24@yahoo.com,178
7376.07,order,18417777,qgallegos@gmail.com,jesse24@yahoo.com,21
7236.61,order,18447545,boltonbianca@yahoo.com,gregory99@gmail.com,181
8855.97,order,18463767,elizabethleach@gmail.com,zwalls@yahoo.com,24
614.92,instore,18530896,michelle77@hotmail.com,iking@gmail.com,143
5102.15,order,18623567,nicholas81@hotmail.com,ian91@yahoo.com,83
3573.55,instore,18746662,oliviagarrett@yahoo.com,lmoyer@yahoo.com,162
8449.48,order,18756401,sramirez@hotmail.com,bwallace@gmail.com,169
1088.12,order,18865530,yujoy@yahoo.com,ifowler@hotmail.com,162
6613.82,order,18915327,chadbrown@yahoo.com,clarkdaniel@hotmail.com,97
4738.91,order,19032955,shannon80@gmail.com,edward22@gmail.com,156
2172.07,order,19037332,dcooper@yahoo.com,kennedykenneth@gmail.com,83
4280.72,instore,19123226,qmiller@gmail.com,ifowler@hotmail.com,159
8621.04,instore,19137063,rsuarez@gmail.com,wilkersonamy@hotmail.com,18
5708.07,instore,19156415,schultzlouis@gmail.com,ymullen@hotmail.com,37
7154.4,order,19184647,calvinmayo@gmail.com,jose79@hotmail.com,92
7502.19,order,19305486,markssteven@yahoo.com,staciesmith@gmail.com,128
7521.52,order,19317571,adyer@gmail.com,ypoole@yahoo.com,160
3690.97,instore,19335506,jody59@hotmail.com,qlopez@gmail.com,161
3986.97,order,19390567,reginaldmcconnell@gmail.com,blackmallory@hotmail.com,93
8766.21,instore,19441115,franklinshane@yahoo.com,ymullen@hotmail.com,88
792.2,order,19600505,twang@gmail.com,manuel09@yahoo.com,168
9320.95,order,19629872,nancynorris@hotmail.com,sbrown@yahoo.com,116
8938.56,instore,19689555,brad35@gmail.com,john87@hotmail.com,130
142.73,instore,19705415,vegaphillip@hotmail.com,edward22@gmail.com,60
7942.12,instore,19800660,carriemurphy@yahoo.com,hicksjill@gmail.com,123
5243.64,instore,20138417,ruizsara@yahoo.com,tracyriley@yahoo.com,23
1354.24,order,20179670,hoodaaron@gmail.com,freemantammy@yahoo.com,195
9962.22,order,20226985,edward43@gmail.com,randy38@hotmail.com,31
5039.29,order,20271725,aross@yahoo.com,blackmallory@hotmail.com,148
4778.37,order,20286743,piercemary@hotmail.com,kevinford@yahoo.com,177
8221.87,order,20290603,xpayne@gmail.com,hpowers@gmail.com,83
2538.72,instore,20380755,qperez@gmail.com,sbrown@yahoo.com,45
792.6,instore,20439576,qperez@gmail.com,darylmartinez@gmail.com,54
4461.71,instore,20469276,favila@yahoo.com,lward@gmail.com,63
7464.73,instore,20554491,natalie62@hotmail.com,myerstyrone@yahoo.com,72
4474.59,order,20603687,julie85@hotmail.com,blackmallory@hotmail.com,54
5794.23,instore,20611842,hancockdonna@gmail.com,matthew70@hotmail.com,17
8239.33,instore,20613433,josephhurley@gmail.com,nancy66@yahoo.com,101
1774.08,instore,20704148,hallscott@yahoo.com,carriehampton@yahoo.com,3
